location_id,user_id,longitude,latitude,start_date,start_time,duration,weekday,name1,name2,name3,name4,name5,category1,category2,category3,category4,category5
17,2,121.5757804,24.98775648,2020-08-20,15:00,,5,National Chengchi University,NCCU College of Commerce,Hilife,國立政治大學商學院圖書分館,NCCU International MBA,university,university,convenience_store,library,point_of_interest
18,2,121.5757804,24.98775648,2020-08-20,15:04,,5,National Chengchi University,NCCU College of Commerce,NCCU Main Library,NCCU International MBA,政大,university,university,library,point_of_interest,school
19,2,121.5757804,24.98775648,2020-08-20,15:52,,5,National Chengchi University,NCCU College of Commerce,Hilife,NCCU Main Library,國立政治大學商學院圖書分館,university,university,convenience_store,library,library
20,2,121.5757804,24.98775648,2020-08-20,15:58,,5,NCCU College of Commerce,National Chengchi University,Hilife,國立政治大學商學院圖書分館,NCCU International MBA,university,university,convenience_store,library,point_of_interest
21,2,121.5757804,24.98775648,2020-08-20,15:58,,5,National Chengchi University,NCCU College of Commerce,Hilife,國立政治大學商學院圖書分館,NCCU International MBA,university,university,convenience_store,library,point_of_interest
22,2,121.5757804,24.98775648,2020-08-20,16:13,,5,National Chengchi University,NCCU College of Commerce,NCCU Main Library,Hilife,國立政治大學商學院圖書分館,university,university,library,convenience_store,library
23,2,121.5757804,24.98775648,2020-08-20,16:13,,5,NCCU College of Commerce,National Chengchi University,Hilife,國立政治大學商學院圖書分館,NCCU International MBA,university,university,convenience_store,library,point_of_interest
24,2,121.5737853,24.99249128,2020-08-20,18:04,,5,戰略新光店(駭客),仲工車業行,桌遊星球-政大店/文山區桌遊店/台北桌遊/文山區室內活動/文山區休閒桌遊/文山區室內活動桌遊推薦/文山區下雨天行程桌遊,HOYDEA,艾蜜莉寵物美容,point_of_interest,car_repair,cafe,bar,point_of_interest
25,2,121.5779881,25.00137911,2020-08-20,18:12,,5,土地公嶺古道,Fude Cemetery,Tennis Court,Fude Cemetery Area 14,Fude Cemetery,tourist_attraction,transit_station,transit_station,transit_station,transit_station
26,2,121.5779881,25.00137911,2020-08-20,18:21,,5,Tennis Court,Xiangshan Station,象山步道,Amber's Cafe,Xiangshan Station,transit_station,point_of_interest,point_of_interest,cafe,point_of_interest
27,2,121.5690834,25.03367935,2020-08-20,18:30,,5,JOYCE EAST,WuPaoChun Bakery Taipei,Xiangshan Station,MRT Xiangshan Station,JOYCE EAST,restaurant,bakery,point_of_interest,bus_station,restaurant
28,2,121.5670427,25.03782589,2020-08-20,20:23,,5,Shin Kong Mitsukoshi Taipei Xinyi Place A8,Saboten,7-ELEVEN 新光門市,Ng Ah Sio Bak Kut Teh,McDonald's Shin Kong Mitsukoshi Xinyi A8,department_store,restaurant,convenience_store,restaurant,restaurant
29,2,121.5489603,25.04471308,2020-08-20,21:36,,5,陸光小館,永固便利停車,SUGAR & SPICE Dunnan Store,7-Eleven,The Day Before Bistro & Flavor,restaurant,parking,bakery,convenience_store,bar
30,2,121.5491893,25.05016933,2020-08-20,21:45,,5,Taipei Arena,Cheogajip,MOS BURGER Taipei Arena Shop,Dunhua Elementary School,Taiwan Tech Arena,shopping_mall,meal_delivery,restaurant,primary_school,point_of_interest
31,2,121.5442651,25.06198145,2020-08-20,21:54,,5,Dante Coffee,ELIZA LADY PLAZA,World Gym 世界健身俱樂部 台北民權東店,台灣博報堂,躼腳日式料理,cafe,spa,gym,point_of_interest,restaurant
32,2,121.5445123,25.07934029,2020-08-20,22:02,,5,Taipei Municipal Dazhi High School,大昌機車有限公司,日本A5和牛專賣,金吉利寵物精品（大直店）,Dazhi Police Station,secondary_school,car_repair,food,point_of_interest,police
33,2,121.5445123,25.07934029,2020-08-20,22:11,,5,World Gym 世界健身俱樂部,Dazhi  Station,阿張小吃店,日本A5和牛專賣,大直小館,gym,station,food,food,deli
34,2,121.5587072,25.08294771,2020-08-20,22:20,,5,Carrefour DaZhi Store,Miramar Ferris Wheel,Tairroir,San Ho Yan Dazhi,Miramar Cinemas,supermarket,point_of_interest,restaurant,restaurant,movie_theater
35,2,121.5630813,25.08728027,2020-08-20,22:50,,5,mo家,2,,,,Home,entering myPlace,,,
36,2,121.5630813,25.08737435,2020-08-20,22:50,,5,Family Mart,阿華食堂,7-Eleven,全聯福利中心Pxmart 內湖文湖,赫里翁 - 接待中心,convenience_store,restaurant,convenience_store,supermarket,real_estate_agency
37,2,121.5630813,25.08737435,2020-08-20,23:26,,5,Family Mart,軟訊資訊有限公司,阿華食堂,7-Eleven,小鳥不吃肉,convenience_store,electronics_store,restaurant,convenience_store,restaurant
38,2,121.5630813,25.08737435,2020-08-21,1:32,,6,Family Mart,阿華食堂,7-Eleven,軟訊資訊有限公司,Ho'Me,convenience_store,restaurant,convenience_store,electronics_store,restaurant
39,2,121.5630813,25.08737435,2020-08-21,1:43,,6,Family Mart,阿華食堂,軟訊資訊有限公司,7-Eleven,小鳥不吃肉,convenience_store,restaurant,electronics_store,convenience_store,restaurant
40,2,121.5630813,25.08737435,2020-08-21,1:45,,6,Family Mart,軟訊資訊有限公司,阿華食堂,7-Eleven,義麵小舖,convenience_store,electronics_store,restaurant,convenience_store,restaurant
41,2,121.5630813,25.08737435,2020-08-21,1:46,,6,Family Mart,軟訊資訊有限公司,阿華食堂,7-Eleven,小鳥不吃肉,convenience_store,electronics_store,restaurant,convenience_store,restaurant
42,2,121.5630813,25.08737435,2020-08-21,1:50,,6,軟訊資訊有限公司,Family Mart,阿華食堂,7-Eleven,小鳥不吃肉,electronics_store,convenience_store,restaurant,convenience_store,restaurant
43,2,121.4687323,25.02226355,2020-08-21,1:57,,6,漁網居酒屋,中山公園,臨洋港生猛活海鮮(萬板店),翁林.林Café,桌遊二三事 Board Game Trivia,restaurant,park,restaurant,restaurant,point_of_interest
44,2,121.4687323,25.02226355,2020-08-21,1:59,,6,漁網居酒屋,翁林.林Café,臨洋港生猛活海鮮(萬板店),全聯福利中心-新埔捷運店,桌遊二三事 Board Game Trivia,restaurant,restaurant,restaurant,supermarket,point_of_interest
45,2,121.4687323,25.02226355,2020-08-21,2:11,,6,中山公園,臨洋港生猛活海鮮(萬板店),漁網居酒屋,孫東寶-莒光店,中山公園(莊敬路),park,restaurant,restaurant,restaurant,transit_station
46,2,121.4687323,25.02226355,2020-08-21,2:13,,6,中山公園,臨洋港生猛活海鮮(萬板店),漁網居酒屋,孫東寶-莒光店,全聯福利中心-新埔捷運店,park,restaurant,restaurant,restaurant,supermarket
47,2,121.4687323,25.02226355,2020-08-21,2:18,,6,中山公園,漁網居酒屋,臨洋港生猛活海鮮(萬板店),全聯福利中心-新埔捷運店,桌遊二三事 Board Game Trivia,park,restaurant,restaurant,supermarket,point_of_interest
48,2,121.4687323,25.02226355,2020-08-21,2:19,,6,漁網居酒屋,中山公園,臨洋港生猛活海鮮(萬板店),全聯福利中心-新埔捷運店,桌遊二三事 Board Game Trivia,restaurant,park,restaurant,supermarket,point_of_interest
49,2,121.4687323,25.02226355,2020-08-21,2:23,,6,中山公園,漁網居酒屋,臨洋港生猛活海鮮(萬板店),全聯福利中心-新埔捷運店,鴻陞堂車業,park,restaurant,restaurant,supermarket,car_repair
50,2,121.4687323,25.02226355,2020-08-21,2:25,,6,中山公園,漁網居酒屋,臨洋港生猛活海鮮(萬板店),全聯福利中心-新埔捷運店,桌遊二三事 Board Game Trivia,park,restaurant,restaurant,supermarket,point_of_interest
51,2,121.4687323,25.02226355,2020-08-21,2:27,,6,中山公園,臨洋港生猛活海鮮(萬板店),漁網居酒屋,榮耀交響曲,八方雲集 (板橋莊敬店),park,restaurant,restaurant,park,restaurant
52,2,121.4687323,25.02226355,2020-08-21,2:27,,6,中山公園,臨洋港生猛活海鮮(萬板店),漁網居酒屋,榮耀交響曲,八方雲集 (板橋莊敬店),park,restaurant,restaurant,park,restaurant
53,2,121.4687323,25.02226355,2020-08-21,4:35,,6,漁網居酒屋,吃啥冰品飲料店,翁林.林Café,桌遊二三事 Board Game Trivia,全聯福利中心-新埔捷運店,restaurant,point_of_interest,restaurant,point_of_interest,supermarket
54,2,121.4687323,25.02226355,2020-08-21,4:35,,6,漁網居酒屋,吃啥冰品飲料店,翁林.林Café,桌遊二三事 Board Game Trivia,全聯福利中心-新埔捷運店,restaurant,point_of_interest,restaurant,point_of_interest,supermarket
55,2,121.5630813,25.08737435,2020-08-21,11:50,,6,阿華食堂,軟訊資訊有限公司,Family Mart,赫里翁 - 接待中心,三顧茅廬-文湖店,restaurant,electronics_store,convenience_store,real_estate_agency,restaurant
56,2,121.5630813,25.08737435,2020-08-21,11:50,,6,阿華食堂,軟訊資訊有限公司,Family Mart,LOUISA COFFEE 路易莎咖啡 (內湖文湖門市),赫里翁 - 接待中心,restaurant,electronics_store,convenience_store,cafe,real_estate_agency
57,2,121.5630813,25.08737435,2020-08-21,11:51,,6,阿華食堂,軟訊資訊有限公司,Family Mart,全聯福利中心Pxmart 內湖文湖,三顧茅廬-文湖店,restaurant,electronics_store,convenience_store,supermarket,restaurant
58,2,121.5630813,25.08737435,2020-08-21,11:52,,6,阿華食堂,軟訊資訊有限公司,Family Mart,赫里翁 - 接待中心,TOYOTA 內湖營業所,restaurant,electronics_store,convenience_store,real_estate_agency,car_dealer
59,2,121.5630813,25.08737435,2020-08-21,11:53,,6,阿華食堂,軟訊資訊有限公司,Family Mart,雅玲美髮工作室,汎美自助餐,restaurant,electronics_store,convenience_store,hair_care,restaurant
60,2,121.5630813,25.08737435,2020-08-21,11:53,,6,阿華食堂,軟訊資訊有限公司,Family Mart,義麵小舖,三顧茅廬-文湖店,restaurant,electronics_store,convenience_store,restaurant,restaurant
61,2,121.5630813,25.08737435,2020-08-21,12:04,,6,阿華食堂,軟訊資訊有限公司,Family Mart,LOUISA COFFEE 路易莎咖啡 (內湖文湖門市),雅玲美髮工作室,restaurant,electronics_store,convenience_store,cafe,hair_care
62,2,121.5630813,25.08737435,2020-08-21,12:04,,6,阿華食堂,Family Mart,軟訊資訊有限公司,小鳥不吃肉,德明財經科技大學推廣教育中心,restaurant,convenience_store,electronics_store,restaurant,school
63,2,121.5630813,25.08737435,2020-08-21,12:04,,6,阿華食堂,Family Mart,軟訊資訊有限公司,小鳥不吃肉,蔓花居,restaurant,convenience_store,electronics_store,restaurant,florist
64,2,121.5630813,25.08737435,2020-08-21,12:51,,6,阿華食堂,軟訊資訊有限公司,Family Mart,7-Eleven,TOYOTA 內湖營業所,restaurant,electronics_store,convenience_store,convenience_store,car_dealer
65,2,121.5630813,25.08737435,2020-08-21,12:53,,6,軟訊資訊有限公司,阿華食堂,Family Mart,TOYOTA 內湖營業所,德明財經科技大學推廣教育中心,electronics_store,restaurant,convenience_store,car_dealer,school
66,2,121.5630813,25.08728027,2020-08-21,12:53,,6,mo家,2,,,,Home,exiting myPlace,,,
67,2,121.5580521,25.0850563,2020-08-21,13:02,,6,Taiwanzhongyoudazhizhan Station,全聯福利中心Pxmart 大直實踐,Ta-chih Presbyterian Church,大直黑丸嫩仙草,寶吉祥咖啡,gas_station,supermarket,church,point_of_interest,cafe
68,2,121.5493979,25.0845803,2020-08-21,13:09,,6,全聯福利中心Pxmart 大直實踐,Taiwanzhongyoudazhizhan Station,Ta-chih Presbyterian Church,太平洋閣廈A區管理委員會,大直黑丸嫩仙草,supermarket,gas_station,church,point_of_interest,point_of_interest
69,2,121.5475031,25.08037202,2020-08-21,13:10,,6,愛手愛腳,好奇營養豆花 大直店,安德斯葡式蛋撻-總店,北安專業涼麵,Dazhi Elementary School,nail salon,food,food,restaurant,primary_school
70,2,121.5475031,25.08037202,2020-08-21,14:32,,6,一直咖啡 Izhi Coffee,Dazhi Station,大直小館,Ba Fang Yun Ji Dumpling,Dazhi Station,cafe,subway_station,restaurant,restaurant,point_of_interest
71,2,121.5475031,25.08037202,2020-08-21,14:33,,6,一直咖啡 Izhi Coffee,Dazhi Station,Dazhi Elementary School,Dazhi Station,大直小館,cafe,subway_station,primary_school,point_of_interest,restaurant
72,2,121.5475031,25.08037202,2020-08-21,14:39,,6,一直咖啡 Izhi Coffee,Dazhi Station,大直小館,Ba Fang Yun Ji Dumpling,Dazhi Station,cafe,subway_station,restaurant,restaurant,point_of_interest
73,2,121.5475031,25.08037202,2020-08-21,14:39,,6,一直咖啡 Izhi Coffee,Dazhi Elementary School,Dazhi Station,Dazhi Station,大直小館,cafe,primary_school,subway_station,point_of_interest,restaurant
74,2,121.5475031,25.08037202,2020-08-21,14:39,,6,一直咖啡 Izhi Coffee,Dazhi Station,Dazhi Elementary School,大直小館,Dazhi Station,cafe,subway_station,primary_school,restaurant,point_of_interest
75,2,121.5475031,25.08037202,2020-08-21,14:39,,6,一直咖啡 Izhi Coffee,Dazhi Station,Dazhi Elementary School,Ba Fang Yun Ji Dumpling,大直小館,cafe,point_of_interest,primary_school,restaurant,restaurant
76,2,121.5475031,25.08037202,2020-08-21,14:39,,6,一直咖啡 Izhi Coffee,Dazhi Station,大直小館,Ba Fang Yun Ji Dumpling,Dazhi Station,cafe,subway_station,restaurant,restaurant,point_of_interest
77,2,121.5475031,25.08037202,2020-08-21,14:40,,6,一直咖啡 Izhi Coffee,Dazhi Station,大直小館,Ba Fang Yun Ji Dumpling,Dazhi Station,cafe,subway_station,restaurant,restaurant,point_of_interest
78,2,121.5475031,25.08037202,2020-08-21,14:40,,6,一直咖啡 Izhi Coffee,Dazhi Station,大直小館,Ba Fang Yun Ji Dumpling,Dazhi Station,cafe,subway_station,restaurant,restaurant,point_of_interest
79,2,121.5475031,25.08037202,2020-08-21,14:42,,6,一直咖啡 Izhi Coffee,Dazhi Station,Dazhi Elementary School,大直小館,Ba Fang Yun Ji Dumpling,cafe,subway_station,primary_school,restaurant,restaurant
80,2,121.5469971,25.07994842,2020-08-21,15:18,,6,一直咖啡 Izhi Coffee,Dazhi Station,Dazhi Elementary School,Dazhi Station,Ba Fang Yun Ji Dumpling,cafe,point_of_interest,primary_school,subway_station,restaurant
81,2,121.5260773,25.10301208,2020-08-21,17:04,,6,臺北市私立怡寶托嬰中心,甫月fuyue,Boulangerie Nogami Tianmu,POYA Shilin Zhishan,富創餐飲設備有限公司,school,point_of_interest,bakery,point_of_interest,point_of_interest
82,2,121.5260773,25.10301208,2020-08-21,17:08,,6,臺北市私立怡寶托嬰中心,甫月fuyue,安晴Angeline,富創餐飲設備有限公司,POYA Shilin Zhishan,school,point_of_interest,beauty_salon,point_of_interest,point_of_interest
83,2,121.5442244,25.06084925,2020-08-21,17:12,,6,Zhongshan Junior High School Station,Taiwan Stock Museum,Uptown Pastry Shop,degugu 果果迪特調水果茶飲,YanikeYTMzhongshanguozhong Station,subway_station,museum,bakery,point_of_interest,food
84,2,121.5442244,25.06084925,2020-08-21,17:12,,6,Zhongshan Junior High School Station,Taiwan Stock Museum,Uptown Pastry Shop,degugu 果果迪特調水果茶飲,YanikeYTMzhongshanguozhong Station,subway_station,museum,bakery,point_of_interest,food
85,2,121.5434059,25.04099049,2020-08-21,17:39,,6,Din Tai Fung Fuxing Restaurant,MUJI Sogo Fuxing Store,City’Super Sogo Fuxing Store,[JJ HAIR SALON 髮型沙龍],Y-3 Taipei Sogo BR4,restaurant,home_goods_store,supermarket,beauty_salon,point_of_interest
86,2,121.5237786,25.04459242,2020-08-21,17:46,,6,Shandao Temple Station,McDonald's,善導寺站,HP電腦忠孝維修中心,和康大藥局,subway_station,restaurant,point_of_interest,point_of_interest,pharmacy
87,2,121.0396679,24.80989809,2020-08-21,18:16,,6,Hsinchu,Dudufanggaotiexinzhu2 Station,中悅捷寶新世紀,BKSTEC CORP. 波克夏科技股份有限公司,雙翼大樓,train_station,parking,point_of_interest,local_government_office,point_of_interest
88,2,120.616127,24.11222437,2020-08-21,18:42,,6,Taichung,McDonald's Taichung HSR Branch,高鐵台中站旅遊服務中心,7-ELEVEN 中高一門市,STARBUCKS COFFEE,train_station,restaurant,travel_agency,convenience_store,cafe
89,2,120.616127,24.11222437,2020-08-21,18:42,,6,Taichung,McDonald's Taichung HSR Branch,高鐵台中站旅遊服務中心,7-ELEVEN 中高一門市,STARBUCKS COFFEE,train_station,restaurant,travel_agency,convenience_store,cafe
90,2,120.6245423,24.10995481,2020-08-21,19:18,,6,啤酒街投幣自助洗車,台中Bss,盟豐紙業股份有限公司,Times 24h PARK 24,Do Do Home Parking,car_wash,point_of_interest,point_of_interest,parking,parking
91,2,120.6632229,24.15080817,2020-08-21,19:38,,6,勤美,Mollie Used Books,Parking,肯德基KFC-台中公益餐廳,Nike 經銷商門市 - 微笑綠園道一 Nike Running,shopping mall,book_store,parking,restaurant,shoe_store
92,2,120.6692057,24.15531004,2020-08-21,20:18,,6,吉盛當鋪（合法低息）,天一素食館,小陳故事多,巷內有貓動物醫院,豐邑科博行館一期社區管理委員會,finance,restaurant,restaurant,veterinary_care,point_of_interest
93,2,120.6781125,24.14925904,2020-08-21,20:23,,6,Family Shoes,Sun Hotel,Ｈ商務會館,Inhouse Hotel Grand Taichung,自然風采制服KTV酒店,shoe_store,lodging,bar,lodging,bar
94,2,120.6858415,24.15254339,2020-08-21,20:28,,6,Yi Zhong St. Parking,桐生日式可麗餅,一中街修眉達人,Chungyo Department Store,Yizhong Street Night Market,parking,bakery,beauty_salon,department_store,tourist_attraction
95,2,120.6754733,24.16555484,2020-08-21,20:36,,6,台中家,6,,,,Home,entering myPlace,,,
96,2,121.4687323,25.02226355,2020-08-21,20:36,,6,翁林.林Café,漁網居酒屋,吃啥冰品飲料店,臨洋港生猛活海鮮(萬板店),桌遊二三事 Board Game Trivia,restaurant,restaurant,point_of_interest,restaurant,point_of_interest
97,2,121.4687323,25.02226355,2020-08-21,20:45,,6,翁林.林Café,漁網居酒屋,吃啥冰品飲料店,全聯福利中心-新埔捷運店,桌遊二三事 Board Game Trivia,restaurant,restaurant,point_of_interest,supermarket,point_of_interest
98,2,120.6856906,24.15252887,2020-08-21,20:52,,6,Yi Zhong St. Parking,桐生日式可麗餅,一中街修眉達人,Yizhong Street Night Market,Iven hair艾門一中旗艦館,parking,bakery,beauty_salon,tourist_attraction,store
99,2,121.4687323,25.02226355,2020-08-21,21:05,,6,吃啥冰品飲料店,漁網居酒屋,翁林.林Café,桌遊二三事 Board Game Trivia,全聯福利中心-新埔捷運店,point_of_interest,restaurant,restaurant,point_of_interest,supermarket
100,2,121.4687323,25.02226355,2020-08-21,21:09,,6,漁網居酒屋,吃啥冰品飲料店,翁林.林Café,全聯福利中心-新埔捷運店,桌遊二三事 Board Game Trivia,restaurant,point_of_interest,restaurant,supermarket,point_of_interest
101,2,120.6806767,24.15257958,2020-08-21,21:26,,6,ACTION FITNESS 啟動健身中心 首家一分鐘一元健身房 健身教練 台中 北區,台中香榭驪舍大飯店,佐原拉麵 / 台中美食/ 台中一中拉麵 /台中推薦餐廳/台中一中美食/台中日式拉麵/台中必吃,7-Eleven,創意時尚飯店 I-deal HOTEL,spa,lodging,restaurant,convenience_store,lodging
102,2,120.6759679,24.15882369,2020-08-21,21:31,,6,青蚵嫂健行店/平價熱炒/平價燒烤/烤鮮蚵3斤200元,霸王羊肉爐298吃到飽 中清店,康寶十全藥燉排骨,夜燒碳烤居酒屋-聚餐 宵夜推薦(平價人氣 外帶美食),郭家水餃,restaurant,restaurant,restaurant,bar,restaurant
103,2,120.6746578,24.16508181,2020-08-21,21:37,,6,Yousheng Mei Di Motel,Starbucks Coffee,7-Eleven,桃源戶外大雅店,溫沙茶牛肉,lodging,cafe,convenience_store,point_of_interest,restaurant
104,2,121.4687323,25.02226355,2020-08-21,21:42,,6,漁網居酒屋,臨洋港生猛活海鮮(萬板店),桌遊二三事 Board Game Trivia,中山公園,全聯福利中心-新埔捷運店,restaurant,restaurant,point_of_interest,park,supermarket
105,2,121.4687323,25.02226355,2020-08-21,21:43,,6,吃啥冰品飲料店,漁網居酒屋,翁林.林Café,全聯福利中心-新埔捷運店,桌遊二三事 Board Game Trivia,point_of_interest,restaurant,restaurant,supermarket,point_of_interest
106,2,121.4687323,25.02226355,2020-08-21,21:44,,6,漁網居酒屋,吃啥冰品飲料店,桌遊二三事 Board Game Trivia,全聯福利中心-新埔捷運店,臨洋港生猛活海鮮(萬板店),restaurant,point_of_interest,point_of_interest,supermarket,restaurant
107,2,121.4687323,25.02226355,2020-08-21,21:51,,6,漁網居酒屋,吃啥冰品飲料店,臨洋港生猛活海鮮(萬板店),桌遊二三事 Board Game Trivia,全聯福利中心-新埔捷運店,restaurant,point_of_interest,restaurant,point_of_interest,supermarket
108,2,121.4687323,25.02226355,2020-08-21,22:43,,6,漁網居酒屋,翁林.林Café,吃啥冰品飲料店,臨洋港生猛活海鮮(萬板店),全聯福利中心-新埔捷運店,restaurant,restaurant,point_of_interest,restaurant,supermarket
109,2,121.4687323,25.02226355,2020-08-21,23:08,,6,漁網居酒屋,翁林.林Café,臨洋港生猛活海鮮(萬板店),吃啥冰品飲料店,桌遊二三事 Board Game Trivia,restaurant,restaurant,restaurant,point_of_interest,point_of_interest
110,2,121.4687323,25.02226355,2020-08-21,23:23,,6,漁網居酒屋,翁林.林Café,臨洋港生猛活海鮮(萬板店),桌遊二三事 Board Game Trivia,吃啥冰品飲料店,restaurant,restaurant,restaurant,point_of_interest,point_of_interest
111,2,121.4687323,25.02226355,2020-08-22,0:23,,7,漁網居酒屋,翁林.林Café,吃啥冰品飲料店,臨洋港生猛活海鮮(萬板店),桌遊二三事 Board Game Trivia,restaurant,restaurant,point_of_interest,restaurant,point_of_interest
112,2,121.4687323,25.02226355,2020-08-22,0:26,,7,漁網居酒屋,翁林.林Café,吃啥冰品飲料店,臨洋港生猛活海鮮(萬板店),桌遊二三事 Board Game Trivia,restaurant,restaurant,point_of_interest,restaurant,point_of_interest
113,2,121.4687323,25.02226355,2020-08-22,0:33,,7,漁網居酒屋,翁林.林Café,吃啥冰品飲料店,臨洋港生猛活海鮮(萬板店),桌遊二三事 Board Game Trivia,restaurant,restaurant,point_of_interest,restaurant,point_of_interest
114,2,120.6751906,24.16552654,2020-08-22,12:20,,7,7-ELEVEN 昌鴻門市,Corico咖哩食所,SoGoods說故事-台中密室逃脫工作室,多倫多藥局,Family Mart,convenience_store,restaurant,point_of_interest,pharmacy,convenience_store
115,2,120.6769527,24.16536271,2020-08-22,12:24,,7,川原痴日式燒肉,好食慢慢,茗園 茶飲 簡餐 複合式餐飲,Xia Du Motel,Family Mart,restaurant,restaurant,restaurant,lodging,convenience_store
116,2,120.679197,24.16541698,2020-08-22,12:25,,7,川原痴日式燒肉,好食慢慢,茗園 茶飲 簡餐 複合式餐飲,Xia Du Motel,Family Mart,restaurant,restaurant,restaurant,lodging,convenience_store
117,2,120.6754733,24.16555484,2020-08-22,12:25,,7,台中家,6,,,,Home,exiting myPlace,,,
118,2,120.6812065,24.16522408,2020-08-22,12:25,,7,烏米うみ日式無菜單料理,蘊荷芳產後護理之家,順天獅子城,知味滋味 Knowing Taste,本壽司,restaurant,health,point_of_interest,restaurant,restaurant
119,2,120.6823345,24.16517003,2020-08-22,12:25,,7,Hilife,吳家莊頂級牛肉麵/台中美食/台中牛肉麵/北區美食/北區小吃/北區牛肉麵/北區小吃推薦,Pxmart,桂蘭麵,天津小狗子湯包,convenience_store,restaurant,supermarket,restaurant,restaurant
120,2,120.6823464,24.16421894,2020-08-22,12:26,,7,龍廚蔬食（手工拉麵、飯）VEGAN RAMEN,安羽軒食堂,桂蘭麵,黑皮麻辣乾麵,喬田油漆材料有限公司,restaurant,restaurant,restaurant,restaurant,home_goods_store
121,2,120.6823979,24.16330071,2020-08-22,12:27,,7,楊記手工包子饅頭,7-Eleven,Spring Animal Hospital,李林烤肉之家,進化洗車場,restaurant,convenience_store,veterinary_care,restaurant,car_wash
122,2,120.6823844,24.16233259,2020-08-22,12:28,,7,琪樂日式食堂,打鐵豆花 (鐵人總店),陽光現炒館,開源社香雞排,香港鍋巴永興,restaurant,food,restaurant,food,restaurant
123,2,120.6823522,24.16141757,2020-08-22,12:29,,7,銘宗當歸鴨麵線,十二韻永興店,東生藥局(永興店),紅記台越廚房,永興街老田香滷味,restaurant,point_of_interest,pharmacy,restaurant,restaurant
